log_id,user_id,timestamp,device_id,device_change_flag,location_lat,location_lon,session_duration_seconds,platform_section
LOG_0000019,USR_00001,2025-11-04T09:00:00,DEV_USR_00001_0,False,18.554353,71.932244,30,profile
LOG_0000020,USR_00001,2025-11-11T10:00:00,DEV_USR_00001_0,False,18.54341,71.924877,362,profile
LOG_0000021,USR_00001,2025-11-18T10:00:00,DEV_USR_00001_0,False,18.543348,71.929069,166,literacy
LOG_0000022,USR_00001,2025-11-25T12:00:00,DEV_USR_00001_0,False,18.546828,71.929525,219,profile
LOG_0000023,USR_00001,2025-12-02T10:00:00,DEV_USR_00001_0,False,18.556525,71.937816,166,literacy
LOG_0000024,USR_00001,2025-12-09T09:00:00,DEV_USR_00001_0,False,18.548657,71.931344,549,home
LOG_0000025,USR_00001,2025-12-16T13:00:00,DEV_USR_00001_0,False,18.564255,71.930311,1367,home
LOG_0000026,USR_00001,2025-12-23T11:00:00,DEV_USR_00001_2,True,18.558415,71.926187,358,home
LOG_0000027,USR_00002,2025-07-01T19:00:00,DEV_USR_00002_0,False,12.182693,77.989402,224,profile
LOG_0000028,USR_00002,2025-07-08T18:00:00,DEV_USR_00002_0,False,12.269102,77.960323,375,home
LOG_0000029,USR_00002,2025-07-15T10:00:00,DEV_USR_00002_0,False,12.240696,78.069891,1132,home
LOG_0000030,USR_00002,2025-07-22T19:00:00,DEV_USR_00002_0,False,12.24307,77.933307,418,profile
LOG_0000031,USR_00002,2025-07-29T11:00:00,DEV_USR_00002_0,False,12.273691,78.046248,491,profile
LOG_0000032,USR_00002,2025-08-05T13:00:00,DEV_USR_00002_0,False,12.263508,78.044689,573,home
LOG_0000033,USR_00002,2025-08-12T18:00:00,DEV_USR_00002_0,False,12.230453,78.051327,105,literacy
LOG_0000034,USR_00002,2025-08-19T12:00:00,DEV_USR_00002_0,False,12.364354,77.950715,108,home
LOG_0000035,USR_00002,2025-08-26T11:00:00,DEV_USR_00002_0,False,12.301425,78.093099,93,profile
LOG_0000036,USR_00002,2025-09-02T11:00:00,DEV_USR_00002_0,False,12.218554,77.920712,85,literacy
LOG_0000037,USR_00002,2025-09-09T08:00:00,DEV_USR_00002_0,False,12.30212,78.019888,504,home
LOG_0000038,USR_00002,2025-09-16T08:00:00,DEV_USR_00002_0,False,12.281397,77.962767,505,literacy
LOG_0000039,USR_00002,2025-09-23T12:00:00,DEV_USR_00002_0,False,12.238767,78.036635,242,literacy
LOG_0000040,USR_00002,2025-09-30T16:00:00,DEV_USR_00002_0,False,12.215362,77.932994,47,credit_check
LOG_0000041,USR_00002,2025-10-07T18:00:00,DEV_USR_00002_0,False,12.209945,77.988818,475,credit_check
LOG_0000042,USR_00002,2025-10-14T11:00:00,DEV_USR_00002_0,False,12.255457,77.93226,200,home
LOG_0000043,USR_00002,2025-10-21T17:00:00,DEV_USR_00002_0,False,12.192286,77.970426,99,home
LOG_0000044,USR_00002,2025-10-28T19:00:00,DEV_USR_00002_0,False,12.251614,77.932318,332,profile
LOG_0000045,USR_00002,2025-11-04T16:00:00,DEV_USR_00002_0,False,12.290881,77.957713,199,credit_check
LOG_0000046,USR_00002,2025-11-11T16:00:00,DEV_USR_00002_0,False,12.240589,77.989687,321,literacy
LOG_0000047,USR_00002,2025-11-18T17:00:00,DEV_USR_00002_0,False,12.231141,77.929748,81,profile
LOG_0000048,USR_00002,2025-11-25T08:00:00,DEV_USR_00002_0,False,12.245348,78.045528,1154,profile
LOG_0000049,USR_00002,2025-12-02T13:00:00,DEV_USR_00002_0,False,12.274901,77.993825,88,literacy
LOG_0000050,USR_00002,2025-12-09T11:00:00,DEV_USR_00002_0,False,12.186566,77.912119,425,home
LOG_0000051,USR_00002,2025-12-16T20:00:00,DEV_USR_00002_0,False,12.234131,77.886009,237,home
LOG_0000052,USR_00002,2025-12-23T10:00:00,DEV_USR_00002_0,False,12.320115,77.919926,31,literacy
LOG_0000053,USR_00003,2025-07-01T14:00:00,DEV_USR_00003_0,False,12.521484,78.233228,30,literacy
LOG_0000054,USR_00003,2025-07-08T18:00:00,DEV_USR_00003_0,False,12.52049,78.22951,263,home
LOG_0000055,USR_00003,2025-07-15T12:00:00,DEV_USR_00003_0,False,12.509688,78.245314,145,credit_check
LOG_0000056,USR_00003,2025-07-22T12:00:00,DEV_USR_00003_0,False,12.503082,78.254632,57,credit_check
LOG_0000057,USR_00003,2025-07-29T17:00:00,DEV_USR_00003_0,False,12.517402,78.236361,659,credit_check
LOG_0000058,USR_00003,2025-08-05T13:00:00,DEV_USR_00003_0,False,12.522647,78.227687,51,credit_check
LOG_0000059,USR_00003,2025-08-12T08:00:00,DEV_USR_00003_0,False,12.516482,78.241001,50,literacy
LOG_0000060,USR_00003,2025-08-19T12:00:00,DEV_USR_00003_0,False,12.516652,78.222488,616,literacy
LOG_0000061,USR_00003,2025-08-26T13:00:00,DEV_USR_00003_0,False,12.530122,78.241628,389,profile
LOG_0000062,USR_00003,2025-09-02T09:00:00,DEV_USR_00003_0,False,12.517281,78.215773,81,profile
LOG_0000063,USR_00003,2025-09-09T13:00:00,DEV_USR_00003_0,False,12.493311,78.226709,128,literacy
LOG_0000064,USR_00003,2025-09-16T10:00:00,DEV_USR_00003_0,False,12.50313,78.234169,462,profile
LOG_0000065,USR_00003,2025-09-23T10:00:00,DEV_USR_00003_0,False,12.522108,78.229815,202,home
LOG_0000066,USR_00003,2025-09-30T18:00:00,DEV_USR_00003_0,False,12.523103,78.235749,30,profile
LOG_0000067,USR_00003,2025-10-07T10:00:00,DEV_USR_00003_0,False,12.501945,78.244648,51,literacy
LOG_0000068,USR_00003,2025-10-14T09:00:00,DEV_USR_00003_0,False,12.515542,78.237515,73,credit_check
LOG_0000069,USR_00003,2025-10-21T18:00:00,DEV_USR_00003_0,False,12.513401,78.216522,578,home
LOG_0000070,USR_00003,2025-10-28T14:00:00,DEV_USR_00003_0,False,12.494901,78.215329,30,home
LOG_0000071,USR_00003,2025-11-04T20:00:00,DEV_USR_00003_0,False,12.510375,78.2244,246,literacy
LOG_0000072,USR_00003,2025-11-11T19:00:00,DEV_USR_00003_0,False,12.50937,78.234573,366,profile
LOG_0000073,USR_00003,2025-11-18T14:00:00,DEV_USR_00003_0,False,12.495144,78.237464,30,profile
LOG_0000074,USR_00003,2025-11-25T12:00:00,DEV_USR_00003_0,False,12.491974,78.225142,434,literacy
LOG_0000075,USR_00003,2025-12-02T12:00:00,DEV_USR_00003_0,False,12.542146,78.244039,142,literacy
LOG_0000076,USR_00003,2025-12-09T15:00:00,DEV_USR_00003_0,False,12.507144,78.227995,123,literacy
LOG_0000077,USR_00003,2025-12-16T14:00:00,DEV_USR_00003_0,False,12.51674,78.223759,30,home
LOG_0000078,USR_00003,2025-12-23T18:00:00,DEV_USR_00003_0,False,12.494817,78.233423,125,home
LOG_0000079,USR_00004,2025-07-01T16:00:00,DEV_USR_00004_0,False,14.03784,80.253611,1067,credit_check
LOG_0000080,USR_00004,2025-07-08T16:00:00,DEV_USR_00004_0,False,13.907765,80.306732,423,literacy
LOG_0000081,USR_00004,2025-07-15T16:00:00,DEV_USR_00004_0,False,13.945088,80.291678,30,profile
LOG_0000082,USR_00004,2025-07-22T08:00:00,DEV_USR_00004_0,False,14.072099,80.242309,113,home
LOG_0000083,USR_00004,2025-07-29T09:00:00,DEV_USR_00004_0,False,13.929006,80.352636,440,profile
LOG_0000084,USR_00004,2025-08-05T16:00:00,DEV_USR_00004_0,False,14.018736,80.271126,222,literacy
LOG_0000085,USR_00004,2025-08-12T08:00:00,DEV_USR_00004_0,False,13.995497,80.334072,277,profile
LOG_0000086,USR_00004,2025-08-19T14:00:00,DEV_USR_00004_0,False,13.952662,80.210005,176,profile
LOG_0000087,USR_00004,2025-08-26T15:00:00,DEV_USR_00004_0,False,14.006137,80.304181,293,profile
LOG_0000088,USR_00004,2025-09-02T10:00:00,DEV_USR_00004_0,False,13.964331,80.379695,345,home
LOG_0000089,USR_00004,2025-09-09T08:00:00,DEV_USR_00004_0,False,13.923533,80.198551,322,profile
LOG_0000090,USR_00004,2025-09-16T20:00:00,DEV_USR_00004_0,False,13.999996,80.23772,30,profile
LOG_0000091,USR_00004,2025-09-23T11:00:00,DEV_USR_00004_0,False,14.02368,80.307387,298,credit_check
LOG_0000092,USR_00004,2025-09-30T13:00:00,DEV_USR_00004_0,False,14.027487,80.240061,1148,credit_check
LOG_0000093,USR_00004,2025-10-07T14:00:00,DEV_USR_00004_0,False,13.972208,80.377661,30,literacy
LOG_0000094,USR_00004,2025-10-14T11:00:00,DEV_USR_00004_0,False,13.912981,80.288346,382,credit_check
LOG_0000095,USR_00004,2025-10-21T19:00:00,DEV_USR_00004_0,False,14.033814,80.259283,594,literacy
LOG_0000096,USR_00004,2025-10-28T16:00:00,DEV_USR_00004_0,False,13.948003,80.298092,209,profile
LOG_0000097,USR_00004,2025-11-04T12:00:00,DEV_USR_00004_0,False,13.931477,80.289979,220,credit_check
LOG_0000098,USR_00004,2025-11-11T11:00:00,DEV_USR_00004_0,False,13.868855,80.313763,669,home
LOG_0000099,USR_00004,2025-11-18T16:00:00,DEV_USR_00004_0,False,13.95382,80.370225,129,credit_check
LOG_0000100,USR_00004,2025-11-25T12:00:00,DEV_USR_00004_0,False,14.055941,80.298108,565,profile
LOG_0000101,USR_00004,2025-12-02T13:00:00,DEV_USR_00004_0,False,14.034085,80.273836,372,home
LOG_0000102,USR_00004,2025-12-09T10:00:00,DEV_USR_00004_0,False,13.978062,80.394395,767,literacy
LOG_0000103,USR_00004,2025-12-16T14:00:00,DEV_USR_00004_0,False,13.998226,80.281046,284,profile
LOG_0000104,USR_00004,2025-12-23T08:00:00,DEV_USR_00004_0,False,13.921922,80.257422,108,literacy
LOG_0000105,USR_00005,2025-07-01T17:00:00,DEV_USR_00005_0,False,27.958602,77.314361,384,home
LOG_0000106,USR_00005,2025-07-08T10:00:00,DEV_USR_00005_0,False,27.856718,77.50164,30,credit_check
LOG_0000107,USR_00005,2025-07-15T13:00:00,DEV_USR_00005_0,False,27.87086,77.410442,197,credit_check
LOG_0000108,USR_00005,2025-07-22T17:00:00,DEV_USR_00005_0,False,27.841591,77.373773,177,literacy
LOG_0000109,USR_00005,2025-07-29T12:00:00,DEV_USR_00005_0,False,27.908831,77.346159,38,credit_check
LOG_0000110,USR_00005,2025-08-05T16:00:00,DEV_USR_00005_0,False,27.830412,77.414598,630,home
LOG_0000111,USR_00005,2025-08-12T10:00:00,DEV_USR_00005_0,False,27.82705,77.386399,58,profile
LOG_0000112,USR_00005,2025-08-19T14:00:00,DEV_USR_00005_0,False,27.893315,77.360756,348,home
LOG_0000113,USR_00005,2025-08-26T15:00:00,DEV_USR_00005_0,False,27.911582,77.398774,656,profile
LOG_0000114,USR_00005,2025-09-02T13:00:00,DEV_USR_00005_0,False,27.873258,77.370343,755,home
LOG_0000115,USR_00005,2025-09-09T17:00:00,DEV_USR_00005_0,False,27.903722,77.46927,434,profile
LOG_0000116,USR_00005,2025-09-16T17:00:00,DEV_USR_00005_0,False,27.902872,77.349769,113,home
LOG_0000117,USR_00005,2025-09-23T08:00:00,DEV_USR_00005_0,False,27.97954,77.405527,297,literacy
LOG_0000118,USR_00005,2025-09-30T20:00:00,DEV_USR_00005_0,False,27.917656,77.306848,72,home
LOG_0000119,USR_00005,2025-10-07T09:00:00,DEV_USR_00005_0,False,27.923457,77.374257,131,credit_check
LOG_0000120,USR_00005,2025-10-14T14:00:00,DEV_USR_00005_0,False,27.92525,77.381133,672,credit_check
LOG_0000121,USR_00005,2025-10-21T16:00:00,DEV_USR_00005_0,False,27.913409,77.360498,554,literacy
LOG_0000122,USR_00005,2025-10-28T12:00:00,DEV_USR_00005_0,False,27.929528,77.349515,372,profile
LOG_0000123,USR_00005,2025-11-04T18:00:00,DEV_USR_00005_0,False,27.891698,77.39886,333,literacy
LOG_0000124,USR_00005,2025-11-11T13:00:00,DEV_USR_00005_0,False,27.797429,77.304821,533,home
LOG_0000125,USR_00005,2025-11-18T09:00:00,DEV_USR_00005_0,False,27.827572,77.288729,503,credit_check
LOG_0000126,USR_00005,2025-11-25T08:00:00,DEV_USR_00005_0,False,27.891671,77.350455,252,credit_check
LOG_0000127,USR_00005,2025-12-02T16:00:00,DEV_USR_00005_0,False,27.920252,77.381935,197,literacy
LOG_0000128,USR_00005,2025-12-09T09:00:00,DEV_USR_00005_0,False,27.921817,77.359568,226,credit_check
LOG_0000129,USR_00005,2025-12-16T10:00:00,DEV_USR_00005_0,False,27.898629,77.420482,301,literacy
LOG_0000130,USR_00005,2025-12-23T10:00:00,DEV_USR_00005_0,False,27.856626,77.366117,30,literacy
LOG_0000131,USR_00006,2025-07-01T19:00:00,DEV_USR_00006_0,False,19.94812,73.570415,491,home
LOG_0000132,USR_00006,2025-07-08T16:00:00,DEV_USR_00006_0,False,19.947216,73.574553,144,home
LOG_0000133,USR_00006,2025-07-15T19:00:00,DEV_USR_00006_0,False,19.959361,73.572759,170,profile
LOG_0000134,USR_00006,2025-07-22T20:00:00,DEV_USR_00006_0,False,19.940122,73.60119,620,profile
LOG_0000135,USR_00006,2025-07-29T18:00:00,DEV_USR_00006_0,False,19.944724,73.576487,52,profile
LOG_0000136,USR_00006,2025-08-05T15:00:00,DEV_USR_00006_0,False,19.942973,73.569145,234,credit_check
LOG_0000137,USR_00006,2025-08-12T17:00:00,DEV_USR_00006_0,False,19.942794,73.587997,774,credit_check
LOG_0000138,USR_00006,2025-08-19T09:00:00,DEV_USR_00006_0,False,19.929633,73.578713,54,profile
LOG_0000139,USR_00006,2025-08-26T13:00:00,DEV_USR_00006_0,False,19.954102,73.575741,347,credit_check
LOG_0000140,USR_00006,2025-09-02T13:00:00,DEV_USR_00006_0,False,19.955109,73.594489,119,profile
LOG_0000141,USR_00006,2025-09-09T10:00:00,DEV_USR_00006_0,False,19.944194,73.577575,186,credit_check
LOG_0000142,USR_00006,2025-09-16T15:00:00,DEV_USR_00006_0,False,19.956622,73.579677,338,credit_check
LOG_0000143,USR_00006,2025-09-23T15:00:00,DEV_USR_00006_0,False,19.935018,73.57303,307,profile
LOG_0000144,USR_00006,2025-09-30T17:00:00,DEV_USR_00006_0,False,19.947401,73.592798,59,credit_check
LOG_0000145,USR_00006,2025-10-07T17:00:00,DEV_USR_00006_0,False,19.959219,73.559293,437,credit_check
LOG_0000146,USR_00006,2025-10-14T08:00:00,DEV_USR_00006_0,False,19.93287,73.596261,580,home
LOG_0000147,USR_00006,2025-10-21T20:00:00,DEV_USR_00006_0,False,19.949165,73.597836,899,home
LOG_0000148,USR_00006,2025-10-28T20:00:00,DEV_USR_00006_0,False,19.935685,73.571959,184,literacy
LOG_0000149,USR_00006,2025-11-04T16:00:00,DEV_USR_00006_0,False,19.945443,73.580105,866,literacy
LOG_0000150,USR_00006,2025-11-11T10:00:00,DEV_USR_00006_0,False,19.954356,73.555851,401,home
LOG_0000151,USR_00006,2025-11-18T19:00:00,DEV_USR_00006_0,False,19.956406,73.576015,112,literacy
LOG_0000152,USR_00006,2025-11-25T20:00:00,DEV_USR_00006_0,False,19.941282,73.581668,916,profile
LOG_0000153,USR_00006,2025-12-02T10:00:00,DEV_USR_00006_0,False,19.948015,73.591933,142,home
LOG_0000154,USR_00006,2025-12-09T12:00:00,DEV_USR_00006_0,False,19.946902,73.5735,2548,literacy
LOG_0000155,USR_00006,2025-12-16T19:00:00,DEV_USR_00006_0,False,19.927354,73.592159,104,home
LOG_0000156,USR_00006,2025-12-23T13:00:00,DEV_USR_00006_0,False,19.937131,73.592254,107,credit_check
LOG_0000157,USR_00007,2025-07-01T17:00:00,DEV_USR_00007_0,False,19.322813,73.609277,544,home
LOG_0000158,USR_00007,2025-07-08T16:00:00,DEV_USR_00007_0,False,19.327614,73.594797,299,literacy
LOG_0000159,USR_00007,2025-07-15T08:00:00,DEV_USR_00007_1,True,19.31776,73.597113,249,home
LOG_0000160,USR_00007,2025-07-22T10:00:00,DEV_USR_00007_0,False,19.324184,73.607414,349,home
LOG_0000161,USR_00007,2025-07-29T08:00:00,DEV_USR_00007_0,False,19.309066,73.589058,115,credit_check
LOG_0000162,USR_00007,2025-08-05T09:00:00,DEV_USR_00007_0,False,19.312829,73.606767,30,profile
LOG_0000163,USR_00007,2025-08-12T18:00:00,DEV_USR_00007_0,False,19.319984,73.58219,70,credit_check
LOG_0000164,USR_00007,2025-08-19T14:00:00,DEV_USR_00007_0,False,19.319541,73.6134,71,home
LOG_0000165,USR_00007,2025-08-26T12:00:00,DEV_USR_00007_0,False,19.32893,73.618344,130,home
LOG_0000166,USR_00007,2025-09-02T20:00:00,DEV_USR_00007_0,False,19.310119,73.610728,30,credit_check
LOG_0000167,USR_00007,2025-09-09T10:00:00,DEV_USR_00007_0,False,19.331216,73.621929,90,literacy
LOG_0000168,USR_00007,2025-09-16T09:00:00,DEV_USR_00007_0,False,19.337432,73.596426,530,literacy
LOG_0000169,USR_00007,2025-09-23T17:00:00,DEV_USR_00007_0,False,19.321989,73.596933,272,literacy
LOG_0000170,USR_00007,2025-09-30T16:00:00,DEV_USR_00007_0,False,19.322686,73.61608,30,profile
LOG_0000171,USR_00007,2025-10-07T11:00:00,DEV_USR_00007_0,False,19.337821,73.620398,221,credit_check
LOG_0000172,USR_00007,2025-10-14T08:00:00,DEV_USR_00007_0,False,19.327686,73.604091,144,credit_check
LOG_0000173,USR_00007,2025-10-21T20:00:00,DEV_USR_00007_0,False,19.323306,73.602816,860,profile
LOG_0000174,USR_00007,2025-10-28T13:00:00,DEV_USR_00007_0,False,19.318072,73.62231,312,credit_check
LOG_0000175,USR_00007,2025-11-04T11:00:00,DEV_USR_00007_0,False,19.323901,73.603219,138,profile
LOG_0000176,USR_00007,2025-11-11T16:00:00,DEV_USR_00007_0,False,19.316269,73.618185,86,home
LOG_0000177,USR_00007,2025-11-18T13:00:00,DEV_USR_00007_0,False,19.318365,73.616015,192,home
LOG_0000178,USR_00007,2025-11-25T08:00:00,DEV_USR_00007_0,False,19.31912,73.602025,43,profile
LOG_0000179,USR_00007,2025-12-02T11:00:00,DEV_USR_00007_0,False,19.312655,73.602488,39,credit_check
LOG_0000180,USR_00007,2025-12-09T10:00:00,DEV_USR_00007_0,False,19.326026,73.617002,178,literacy
LOG_0000181,USR_00007,2025-12-16T10:00:00,DEV_USR_00007_0,False,19.314258,73.633018,264,credit_check
LOG_0000182,USR_00007,2025-12-23T09:00:00,DEV_USR_00007_0,False,19.3226,73.622241,93,literacy
LOG_0000183,USR_00008,2025-07-01T09:00:00,DEV_USR_00008_0,False,13.199764,79.626545,329,literacy
LOG_0000184,USR_00008,2025-07-08T08:00:00,DEV_USR_00008_0,False,13.189682,79.604419,442,credit_check
LOG_0000185,USR_00008,2025-07-15T16:00:00,DEV_USR_00008_0,False,13.196544,79.610023,39,literacy
LOG_0000186,USR_00008,2025-07-22T19:00:00,DEV_USR_00008_0,False,13.193247,79.61685,294,home
LOG_0000187,USR_00008,2025-07-29T08:00:00,DEV_USR_00008_0,False,13.210753,79.609718,387,home
LOG_0000188,USR_00008,2025-08-05T10:00:00,DEV_USR_00008_0,False,13.222044,79.61307,937,literacy
LOG_0000189,USR_00008,2025-08-12T11:00:00,DEV_USR_00008_0,False,13.218353,79.614468,83,credit_check
LOG_0000190,USR_00008,2025-08-19T14:00:00,DEV_USR_00008_0,False,13.21629,79.610978,132,profile
LOG_0000191,USR_00008,2025-08-26T15:00:00,DEV_USR_00008_0,False,13.194854,79.622115,39,home
LOG_0000192,USR_00008,2025-09-02T10:00:00,DEV_USR_00008_0,False,13.20509,79.597855,264,literacy
LOG_0000193,USR_00008,2025-09-09T18:00:00,DEV_USR_00008_0,False,13.203078,79.588831,30,literacy
LOG_0000194,USR_00008,2025-09-16T13:00:00,DEV_USR_00008_0,False,13.187102,79.58894,30,home
LOG_0000195,USR_00008,2025-09-23T10:00:00,DEV_USR_00008_0,False,13.208229,79.621864,254,home
LOG_0000196,USR_00008,2025-09-30T15:00:00,DEV_USR_00008_0,False,13.193161,79.601359,482,credit_check
LOG_0000197,USR_00008,2025-10-07T15:00:00,DEV_USR_00008_0,False,13.205022,79.60654,30,profile
LOG_0000198,USR_00008,2025-10-14T09:00:00,DEV_USR_00008_0,False,13.197087,79.611948,482,literacy
LOG_0000199,USR_00008,2025-10-21T14:00:00,DEV_USR_00008_0,False,13.198925,79.612205,701,literacy
LOG_0000200,USR_00008,2025-10-28T09:00:00,DEV_USR_00008_0,False,13.206277,79.603115,702,literacy
LOG_0000201,USR_00008,2025-11-04T12:00:00,DEV_USR_00008_0,False,13.195733,79.61017,253,home
LOG_0000202,USR_00008,2025-11-11T11:00:00,DEV_USR_00008_0,False,13.202144,79.621018,249,profile
LOG_0000203,USR_00008,2025-11-18T11:00:00,DEV_USR_00008_0,False,13.213649,79.619721,110,profile
LOG_0000204,USR_00008,2025-11-25T18:00:00,DEV_USR_00008_0,False,13.202787,79.609396,259,credit_check
LOG_0000205,USR_00008,2025-12-02T10:00:00,DEV_USR_00008_0,False,13.213364,79.61416,488,home
LOG_0000206,USR_00008,2025-12-09T12:00:00,DEV_USR_00008_0,False,13.187198,79.600716,379,literacy
LOG_0000207,USR_00008,2025-12-16T19:00:00,DEV_USR_00008_0,False,13.201843,79.605109,844,home
LOG_0000208,USR_00008,2025-12-23T19:00:00,DEV_USR_00008_0,False,13.22329,79.622543,528,profile
LOG_0000209,USR_00009,2025-07-01T08:00:00,DEV_USR_00009_0,False,13.278617,80.655174,109,profile
LOG_0000210,USR_00009,2025-07-08T19:00:00,DEV_USR_00009_1,True,13.197317,80.499623,42,literacy
LOG_0000211,USR_00009,2025-07-15T16:00:00,DEV_USR_00009_0,False,13.315124,80.61374,513,literacy
LOG_0000212,USR_00009,2025-07-22T12:00:00,DEV_USR_00009_0,False,13.339932,80.625468,112,literacy
LOG_0000213,USR_00009,2025-07-29T08:00:00,DEV_USR_00009_0,False,13.195302,80.662442,30,credit_check
LOG_0000214,USR_00009,2025-08-05T15:00:00,DEV_USR_00009_0,False,13.238275,80.605683,178,literacy
LOG_0000215,USR_00009,2025-08-12T12:00:00,DEV_USR_00009_0,False,13.281421,80.599804,1225,home
LOG_0000216,USR_00009,2025-08-19T16:00:00,DEV_USR_00009_0,False,13.308966,80.592888,30,profile
LOG_0000217,USR_00009,2025-08-26T09:00:00,DEV_USR_00009_0,False,13.383201,80.588356,171,home
LOG_0000218,USR_00009,2025-09-02T18:00:00,DEV_USR_00009_1,True,13.238264,80.544814,243,home
LOG_0000219,USR_00009,2025-09-09T08:00:00,DEV_USR_00009_0,False,13.337968,80.657358,276,credit_check
LOG_0000220,USR_00009,2025-09-16T11:00:00,DEV_USR_00009_0,False,13.290844,80.623912,57,profile
LOG_0000221,USR_00009,2025-09-23T08:00:00,DEV_USR_00009_0,False,13.290688,80.631029,77,home
LOG_0000222,USR_00009,2025-09-30T16:00:00,DEV_USR_00009_0,False,13.369809,80.490895,169,credit_check
LOG_0000223,USR_00009,2025-10-07T09:00:00,DEV_USR_00009_0,False,13.258391,80.62969,333,home
LOG_0000224,USR_00009,2025-10-14T16:00:00,DEV_USR_00009_0,False,13.259088,80.512075,89,profile
LOG_0000225,USR_00009,2025-10-21T10:00:00,DEV_USR_00009_0,False,13.28488,80.5736,238,credit_check
LOG_0000226,USR_00009,2025-10-28T08:00:00,DEV_USR_00009_1,True,13.349573,80.585919,125,literacy
LOG_0000227,USR_00009,2025-11-04T16:00:00,DEV_USR_00009_0,False,13.249607,80.579362,56,literacy
LOG_0000228,USR_00009,2025-11-11T18:00:00,DEV_USR_00009_0,False,13.295664,80.474036,342,literacy
LOG_0000229,USR_00009,2025-11-18T09:00:00,DEV_USR_00009_0,False,13.310277,80.594677,329,profile
LOG_0000230,USR_00009,2025-11-25T14:00:00,DEV_USR_00009_0,False,13.204317,80.658741,118,literacy
LOG_0000231,USR_00009,2025-12-02T11:00:00,DEV_USR_00009_0,False,13.315173,80.617608,75,literacy
LOG_0000232,USR_00009,2025-12-09T15:00:00,DEV_USR_00009_0,False,13.249478,80.556706,455,credit_check
LOG_0000233,USR_00009,2025-12-16T19:00:00,DEV_USR_00009_0,False,13.318367,80.653491,304,literacy
LOG_0000234,USR_00009,2025-12-23T10:00:00,DEV_USR_00009_0,False,13.3508,80.577727,317,literacy
LOG_0000235,USR_00010,2025-07-01T18:00:00,DEV_USR_00010_0,False,18.259666,77.685465,167,credit_check
LOG_0000236,USR_00010,2025-07-08T12:00:00,DEV_USR_00010_0,False,18.353557,77.687609,67,profile
LOG_0000237,USR_00010,2025-07-15T13:00:00,DEV_USR_00010_0,False,18.259529,77.665382,30,credit_check
LOG_0000238,USR_00010,2025-07-22T17:00:00,DEV_USR_00010_0,False,18.334909,77.853792,228,credit_check
LOG_0000239,USR_00010,2025-07-29T14:00:00,DEV_USR_00010_0,False,18.367426,77.764344,236,literacy
LOG_0000240,USR_00010,2025-08-05T11:00:00,DEV_USR_00010_0,False,18.383665,77.714027,565,home
LOG_0000241,USR_00010,2025-08-12T17:00:00,DEV_USR_00010_0,False,18.219433,77.693853,53,profile
LOG_0000242,USR_00010,2025-08-19T15:00:00,DEV_USR_00010_0,False,18.227344,77.661234,269,profile
LOG_0000243,USR_00010,2025-08-26T14:00:00,DEV_USR_00010_0,False,18.29461,77.71185,616,profile
LOG_0000244,USR_00010,2025-09-02T13:00:00,DEV_USR_00010_0,False,18.186804,77.724187,30,credit_check
LOG_0000245,USR_00010,2025-09-09T20:00:00,DEV_USR_00010_0,False,18.315529,77.628486,33,literacy
LOG_0000246,USR_00010,2025-09-16T18:00:00,DEV_USR_00010_0,False,18.384116,77.760979,49,profile
